";2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050"
"JAP.HOT.GHG-INT (kg/sqm);129,0351982;120,7511534;111,0215307;101,7895775;92,80292037;84,68831788;76,21796789;68,63046519;61,43596988;54,68549785;48,10119127;42,56177736;37,12141947;32,06550796;27,15725222;22,75639183;18,6142972;14,79888137;11,55600793;8,958773168;6,877613566;5,72260084;4,850641676;4,086678331;3,423333531;2,804323728;2,3596569;1,934030492;1,558206939;1,213529605;0,88549251"
"MAL.HOT.GHG-INT (kg/sqm);138,1182345;129,7066446;117,3128485;106,7753729;95,82298532;86,93818612;77,01116444;69,04143236;61,42504598;54,53778069;47,7585439;42,21900353;36,6216544;31,70159557;26,00419435;21,84529102;17,98474415;14,47708641;11,52696293;9,182967442;7,320327625;6,264134685;5,462202055;4,765586606;4,165694174;3,615960212;3,215107064;2,840150409;2,513622205;2,220454705;1,949484645"
"MEX.HOT.GHG-INT (kg/sqm);87,12152547;82,57939373;74,84145337;67,92127451;61,10451612;55,26092104;49,10037556;43,8601815;38,92593554;34,4073389;29,98633222;26,29312033;22,68784427;19,46059972;16,14029696;13,46190639;11,00938641;8,813107772;6,988417359;5,553528402;4,425731972;3,774902859;3,278696486;2,851095733;2,485350898;2,155536525;1,909731127;1,683787944;1,488019796;1,314412428;1,157563519"
"NZL.HOT.GHG-INT (kg/sqm);57,0562237;54,03169804;48,70709165;44,86361171;39,97409024;36,66904781;32,14098496;29,15263305;26,12936604;23,5356847;20,82945086;18,73970895;16,40741374;14,56074679;11,47199158;9,928148938;8,498610057;7,201982413;6,110656932;5,240656041;4,545880388;4,142239837;3,830788709;3,55770794;3,319675788;3,099726936;2,933384789;2,776185947;2,636195587;2,507885606;2,387109688"
"PHI.HOT.GHG-INT (kg/sqm);99,00062746;93,12807398;84,30192948;76,70044964;68,90343563;62,4896686;55,42374769;49,66691231;44,18455676;39,20898547;34,33070535;30,32901826;26,31355676;22,76089526;18,76035743;15,75807962;12,97313416;10,44485709;8,320217143;6,633564894;5,294656156;4,535518614;3,959509847;3,459755198;3,029974039;2,636860019;2,350509837;2,083265893;1,851073386;1,643185712;1,451687996"
"SGP.HOT.GHG-INT (kg/sqm);199,7443646;189,8110696;172,7539916;157,8950616;142,3207362;129,4484837;114,983478;103,2034293;91,89642752;81,61895218;71,48362402;63,18981468;54,80233963;47,43452228;38,83332461;32,60100602;26,82916807;21,59896192;17,21394891;13,74311611;10,99712158;9,455063654;8,29351552;7,290373797;6,432179134;5,649577788;5,087596116;4,564471991;4,113194764;3,71072878;3,340780248"
"KOR.HOT.GHG-INT (kg/sqm);85,21959159;81,16530567;73,66365603;67,80598446;60,89023122;55,81194548;49,33351812;44,67715768;40,05053925;35,9768238;31,80031742;28,50407732;24,93760654;21,9954964;17,58281739;15,08076669;12,75568817;10,64125321;8,863024964;7,451618687;6,331492839;5,70398608;5,23085907;4,820610519;4,468049052;4,144324998;3,911193503;3,692119437;3,501249564;3,329180641;3,16886851"
"USA.HOT.GHG-INT (kg/sqm);83,93986852;78,72168308;71,87053309;66,194363;59,98592278;54,96367529;49,03375652;44,36655474;39,81074616;35,67116147;31,50941398;28,11811992;24,60282214;21,5202146;17,7286491;15,0640792;12,55999376;10,25635962;8,29894431;6,7301356;5,471714839;4,76612911;4,230281288;3,759926648;3,350483283;2,968477629;2,690589003;2,424865648;2,189389333;1,973074168;1,767321818"
"AUS.DWW.GHG-INT (kg/sqm);83,6712396;79,10726577;70,91045578;65,18248522;57,69302048;52,8052301;45,90790265;41,53330879;37,07657371;33,31283488;29,35485825;26,34528632;22,92633499;20,29541915;15,56623448;13,39439068;11,39511992;9,592348092;8,082880648;6,885373944;5,934055443;5,382246084;4,958382054;4,589105603;4,269398452;3,976249704;3,75618319;3,549970565;3,368007019;3,202828194;3,048888945"
"BRA.DWW.GHG-INT (kg/sqm);20,19801095;19,14066968;17,06440416;15,71985397;13,86096795;12,7369446;11,04146572;10,04808931;9,01412825;8,161045764;7,232219697;6,535125554;5,716165013;5,10883307;3,901543882;3,404393676;2,947496148;2,535951385;2,190548208;1,914814536;1,693972299;1,560282143;1,454810492;1,361681041;1,279712373;1,203966762;1,144059599;1,087510737;1,03642753;0,989218948;0,944723163"
"CAN.DWW.GHG-INT (kg/sqm);28,76589791;27,15895966;24,51495114;22,70745096;20,30065321;18,71550543;16,43165471;14,97585871;13,47617022;12,19312888;10,8279392;9,780699603;8,582364634;7,638606826;5,984978158;5,18047667;4,427069014;3,736080032;3,149508802;2,678903903;2,300755176;2,084395369;1,918217545;1,771882727;1,643924835;1,524634151;1,435797836;1,351034401;1,275436423;1,20579509;1,139637383"
"CHI.DWW.GHG-INT (kg/sqm);35,72616827;33,67847178;30,52922666;27,8150634;25,08614679;22,82786044;20,35541326;18,32050091;16,37922782;14,60248918;12,85090131;11,40694781;9,949276711;8,614001487;7,098251436;5,946340659;4,878579996;3,913590748;3,105680667;2,467150159;1,962775943;1,678494571;1,464232865;1,279887831;1,123000046;0,980722075;0,878885406;0,785308567;0,705074311;0,633952988;0,569061361"
"HK.DWW.GHG-INT (kg/sqm);75,09938288;70,44693394;64,58811337;59,67962423;54,18354644;49,83680275;44,58239663;40,48034665;36,43825266;32,7588475;29,01968736;25,9812154;22,78437424;19,98868806;16,40639075;13,95607541;11,6401825;9,498411438;7,671933701;6,204778079;5,025573119;4,371261221;3,876482243;3,441647569;3,062918185;2,70815408;2,452833932;2,207471412;1,990043041;1,789807797;1,598422336"
"IND.DWW.GHG-INT (kg/sqm);38,1336539;35,71045843;32,04038288;28,90267096;25,65026978;23,00226621;20,09542238;17,76885819;15,57443699;13,61844951;11,73505236;10,20670087;8,702931489;7,412901696;5,952321178;4,92321106;3,99757086;3,182661678;2,514806679;1,995403725;1,591490077;1,356997603;1,179195338;1,027821474;0,899814346;0,785871435;0,701466199;0,624826557;0,559053499;0,501174318;0,449066681"
"JAP.DWW.GHG-INT (kg/sqm);48,23861236;45,17364554;41,48371566;38,07017993;34,65725095;31,65759671;28,43739847;25,63332205;22,95685059;20,46233464;18,01172537;15,96484044;13,9283801;12,06035286;10,13353059;8,507789697;6,977668289;5,568245625;4,370327734;3,410908502;2,642128732;2,215445498;1,893325599;1,611106482;1,366059;1,137390309;0,973115017;0,815867266;0,677004983;0,549632994;0,428389204"
"MAL.DWW.GHG-INT (kg/sqm);63,16454489;59,49877825;53,49404736;48,94804924;43,60066683;39,77235137;34,90281707;31,47815881;28,08909862;25,12785966;22,10290346;19,71696824;17,14828662;15,03000206;11,9202839;10,1392585;8,485093346;6,980860133;5,713186866;4,70263179;3,896352541;3,431974065;3,07569292;2,764434555;2,494546939;2,246302279;2,06148593;1,88801573;1,73541976;1,59730723;1,468940837"
"MEX.DWW.GHG-INT (kg/sqm);38,30421343;36,34823813;32,8340066;29,8755567;26,76551603;24,26877483;21,4495145;19,21329643;17,07088975;15,14212171;13,22009983;11,6426531;10,05220392;8,673861085;7,044773447;5,90339329;4,857936887;3,921276356;3,142314945;2,528770318;2,045568166;1,764732878;1,54958219;1,363639672;1,204039393;1,059784844;0,951258236;0,851257085;0,764150795;0,686538009;0,616124992"
"NZL.DWW.GHG-INT (kg/sqm);28,56057303;27,24038527;24,22591507;22,59207128;19,79659505;18,39727224;15,78772327;14,53138137;13,12334667;12,03152864;10,76063154;9,877204667;8,700615488;7,920459128;5,813926034;5,169979791;4,572810865;4,029943433;3,570698097;3,201552963;2,903812098;2,72443415;2,582783765;2,45703846;2,345840246;2,242302619;2,160810524;2,083334868;2,013134105;1,947958454;1,886118498"
"PHI.DWW.GHG-INT (kg/sqm);43,00931819;40,56864868;36,51282534;33,38625569;29,7767234;27,14173747;23,85588598;21,49686225;19,1751665;17,13517727;15,06384555;13,42046139;11,66933609;10,21088286;8,143859894;6,91751326;5,779345458;4,745242496;3,874588259;3,181254657;2,628761501;2,310868485;2,067271496;1,854770413;1,670818421;1,501947099;1,376476522;1,25897387;1,15587553;1,062831195;0,976635188"
"SGP.DWW.GHG-INT (kg/sqm);55,57587591;53,13647029;47,88582752;44,30477543;39,44245568;36,34559828;31,76866321;28,938907;26,00490186;23,5360425;20,88767789;18,89533966;16,5624856;14,79457605;11,36087837;9,870581124;8,490598369;7,240223829;6,191669604;5,361340279;4,7041768;4,334153232;4,055355804;3,814902563;3,60955944;3,422794128;3,289079185;3,165166489;3,058897445;2,964242081;2,877323995"
"KOR.DWW.GHG-INT (kg/sqm);40,7713571;39,05241694;35,11370352;32,66403373;28,98974144;26,87208861;23,39606071;21,46034186;19,38320353;17,69144442;15,80432818;14,43625312;12,72758911;11,50806452;8,689346294;7,654417333;6,692904418;5,818662782;5,083471958;4,499927393;4,036814428;3,777186484;3,581414911;3,411699373;3,265859537;3,13195145;3,03542359;2,94465248;2,865438889;2,793864672;2,726985428"
"USA.DWW.GHG-INT (kg/sqm);28,85570243;27,25133489;24,57347391;22,85206701;20,39854482;18,88268408;16,54336823;15,14377764;13,66955256;12,42834681;11,07656121;10,05773263;8,850364139;7,925765881;6,149169821;5,357062553;4,612283759;3,926491433;3,342259263;2,871954989;2,492706776;2,275340779;2,107902982;1,959919568;1,83003851;1,708466503;1,617597073;1,530551173;1,452601625;1,380499154;1,31172185"
"AUS.HEC.GHG-INT (kg/sqm);246,1938745;231,3875426;209,3940203;190,5281548;170,6417569;154,5087933;136,3614162;121,8664689;108,0143497;95,55510495;83,33220497;73,39622487;63,37981842;54,69285431;44,41708488;37,19275396;30,54914811;24,56731361;19,57482724;15,63489946;12,52513155;10,76426592;9,433748312;8,285508507;7,302650141;6,407408276;5,757235509;5,151844772;4,626467283;4,155916518;3,721495581"
"BRA.HEC.GHG-INT (kg/sqm);66,04745246;62,16748329;56,11466174;51,05482723;45,73300015;41,49179052;36,69864446;32,92822153;29,32133132;26,08823287;22,86914975;20,23619838;17,57694952;15,2825854;12,53258476;10,63256156;8,889167757;7,322470554;6,014114532;4,977991696;4,156139495;3,675224498;3,303966382;2,980086617;2,69898378;2,441311104;2,244842622;2,060624129;1,896957311;1,747626172;1,608098182"
"CAN.HEC.GHG-INT (kg/sqm);43,96822026;41,41659185;37,62685401;34,73671983;31,30505872;28,76540433;25,50892455;23,17007873;20,84027746;18,77900298;16,66229677;14,98141345;13,16920144;11,653456;9,46767866;8,17047561;6,955975609;5,842597112;4,89860465;4,142778496;3,536926136;3,193728151;2,931829466;2,701938401;2,50168242;2,315292167;2,178181595;2,047488002;1,931494984;1,824995607;1,723978237"
"CHI.HEC.GHG-INT (kg/sqm);99,46820312;93,66713306;85,11330148;77,38997869;70,01033409;63,57628373;56,91387148;51,11123887;45,65111866;40,58417192;35,66373454;31,54623638;27,50089545;23,69270947;19,85143131;16,56495325;13,51942592;10,76676252;8,462525737;6,641676474;5,203673594;4,393543378;3,78284991;3,256765909;2,808016039;2,40028556;2,107006612;1,835783953;1,602173357;1,394534414;1,204631522"
"HK.HEC.GHG-INT (kg/sqm);204,8618608;191,6184323;176,3686465;162,3712309;148,1295599;135,7317821;122,1604039;110,4565131;99,20466321;88,70587151;78,31138824;69,63928133;60,92532601;52,9415477;44,48722357;37,48350093;30,8634842;24,74076649;19,51939821;15,3254888;11,95494504;10,08578683;8,672661564;7,430693665;6,348971287;5,335589121;4,606559232;3,905876627;3,284998529;2,713313642;2,166949322"
"IND.HEC.GHG-INT (kg/sqm);104,7370875;97,91778289;88,15606387;79,28792853;70,67746306;63,19516373;55,52532141;48,94556972;42,84673784;37,32136011;32,09997689;27,79109395;23,68826607;20,05329108;16,48502671;13,57434717;10,95836462;8,657791282;6,776345802;5,318012551;4,188653185;3,542294544;3,057001033;2,646361976;2,30164987;1,996316641;1,77457308;1,574263078;1,40426579;1,256115381;1,123774968"
"JAP.HEC.GHG-INT (kg/sqm);136,2978127;127,5497221;117,2830898;107,5338016;98,05156545;89,48217565;80,54501696;72,53220369;64,93599565;57,8071122;50,85526465;45,0053182;39,2623083;33,92295125;28,7496062;24,10200058;19,72766659;15,6983258;12,27362846;9,530769997;7,332922277;6,113151319;5,192304092;4,385507242;3,684970217;3,031253869;2,561656483;2,112167623;1,715275045;1,351276359;1,004852574"
"MAL.HEC.GHG-INT (kg/sqm);224,0986182;210,2158992;190,4565948;173,0119623;155,5979545;140,8838874;125,1264408;111,9170096;99,4272333;88,01392571;76,90664031;67,7315282;58,64263924;50,49261;41,81204919;34,91185604;28,50772535;22,690459;17,80075585;13,91952979;10,83908545;9,100630832;7,784937646;6,644070853;5,663738854;4,766438875;4,116531946;3,509295591;2,982253028;2,510333454;2,074965557"
"MEX.HEC.GHG-INT (kg/sqm);143,1205196;135,5860748;122,9610911;111,4569927;100,3513756;90,63530232;80,60872196;71,8927767;63,72823236;56,21307385;48,90061614;42,75935762;36,8228256;31,45630883;26,17918517;21,72239628;17,64183302;13,98811292;10,95346149;8,568235859;6,694611449;5,615680884;4,794278955;4,087067479;3,482803032;2,938286615;2,533642757;2,161978311;1,840482931;1,555805006;1,298945427"
"NZL.HEC.GHG-INT (kg/sqm);64,4576914;60,99052274;55,06593814;50,6485814;45,21520387;41,41521649;36,38888581;32,95070403;29,50793611;26,52419756;23,4451845;21,04214385;18,40969385;16,28603755;12,94218401;11,16462431;9,518906034;8,026515165;6,771028661;5,770947757;4,973056008;4,511170978;4,155619963;3,844273888;3,573300994;3,323118339;3,134739317;2,956835126;2,798719325;2,654012378;2,517929877"
"PHI.HEC.GHG-INT (kg/sqm);153,9628693;144,700348;131,1621458;119,1404113;107,2070604;97,06066535;86,26084387;77,14769685;68,54328501;60,66798614;53,01704099;46,68585468;40,43371303;34,81242139;28,90198416;24,14546597;19,73385618;15,72965447;12,36634468;9,69850593;7,582786693;6,387793876;5,483433326;4,699933555;4,027325725;3,41270785;2,967443008;2,552286674;2,192576724;1,87124838;1,575735084"
"SGP.HEC.GHG-INT (kg/sqm);159,6163553;151,7819553;138,0316337;126,3314214;113,7573237;103,6229722;91,92742574;82,65418264;73,69229691;65,6018654;57,5634924;51,03460447;44,34291283;38,54352244;31,38964258;26,48547338;21,94370999;17,82817847;14,3776437;11,64636536;9,485412414;8,271618875;7,357312313;6,567785031;5,892441585;5,276722505;4,834690144;4,423377497;4,068730457;3,752476334;3,461799211"
"KOR.HEC.GHG-INT (kg/sqm);98,73313495;93,96783052;85,38141061;78,48614007;70,58349282;64,60381387;57,21127707;51,72659109;46,32375887;41,52483386;36,6513006;32,76801208;28,63591413;25,16934623;20,27137051;17,32264045;14,58241124;12,09038748;9,994596445;8,331139694;7,010979945;6,271468936;5,713898391;5,230417247;4,814917389;4,433402034;4,158680247;3,90054311;3,675678406;3,473012902;3,284254228"
"USA.HEC.GHG-INT (kg/sqm);86,14174505;80,7857699;73,77549838;67,94853883;61,59692897;56,44098796;50,37416464;45,58237353;40,90906858;36,65897285;32,39008554;28,90833277;25,30503695;22,14014761;18,27175421;15,53578998;12,96462469;10,59930457;8,589531749;6,978838637;5,686896286;4,962695438;4,412800668;3,930154476;3,5100518;3,118116184;2,833096783;2,560560713;2,319078128;2,097264339;1,886289327"
"AUS.LEI.GHG-INT (kg/sqm);301,9159208;283,577294;256,8256823;233,4289346;209,2671909;189,2560904;167,2288946;149,2437284;132,1514114;116,6933366;101,6201022;89,29540309;77,00372406;66,22820302;54,03957599;45,07278752;36,82748404;29,40441098;23,21073152;18,32502156;14,47086651;12,29303214;10,64983578;9,23295391;8,021393757;6,918507286;6,120003239;5,376947449;4,733136365;4,157271598;3,626120591"
"BRA.LEI.GHG-INT (kg/sqm);60,1625108;56,64427896;51,10107782;46,51738012;41,6393505;37,79762769;33,40146697;29,98693984;26,70978652;23,78170193;20,85612951;18,47127029;16,04786584;13,96970539;11,41741283;9,697176529;8,118655236;6,699998009;5,515050389;4,576376157;3,831547125;3,395131153;3,057935226;2,763627551;2,508044998;2,273687407;2,094720108;1,926863273;1,777624746;1,641381248;1,514032227"
"CAN.LEI.GHG-INT (kg/sqm);38,04873191;35,87429692;32,54202288;30,08415996;27,06170361;24,90316212;22,03503113;20,04876712;18,05041111;16,29986752;14,48322487;13,05534115;11,48823635;10,20087264;8,227570227;7,127091766;6,096695508;5,151967591;4,350685342;3,708741584;3,193806134;2,901251764;2,677572254;2,481043308;2,309654319;2,150055406;2,032219653;1,919864933;1,820000741;1,728217948;1,641119253"
"CHI.LEI.GHG-INT (kg/sqm);123,1250408;115,9115764;105,3239991;95,71572967;86,58601625;78,58062601;70,34153001;63,12110438;56,33684209;50,03179014;43,91891477;38,79536183;33,77628081;29,03753858;24,32116425;20,2314486;16,44168771;13,01632259;10,1490181;7,883262325;6,093935005;5,085927884;4,326057155;3,671376789;3,112799224;2,605178974;2,239860302;1,901789526;1,610463417;1,351452898;1,114508269"
"HK.LEI.GHG-INT (kg/sqm);253,0211309;236,5699062;217,8136164;200,4224755;182,9152767;167,5113135;150,834451;136,2920995;122,3481901;109,3030994;96,4235769;85,64792018;74,87392289;64,95295653;54,67946038;45,97553543;37,74839666;30,13922844;23,65023784;18,43818252;14,24941209;11,92664094;10,17061323;8,62726887;7,283055082;6,023750715;5,117841768;4,247146642;3,475623959;2,765243038;2,086332729"
"IND.LEI.GHG-INT (kg/sqm);129,4558876;120,9819608;108,9274487;97,90247755;87,27532601;77,97347834;68,5109228;60,33034223;52,76195526;45,89311855;39,41537302;34,0599444;28,97887423;24,46130096;20,09973952;16,48086863;13,2286694;10,36891684;8,03069613;6,218965168;4,816560128;4,015181929;3,414153838;2,905931685;2,479655437;2,102286084;1,828850667;1,581993203;1,372767653;1,190640658;1,028101966"
"JAP.LEI.GHG-INT (kg/sqm);131,7586787;123,3001527;113,3686145;103,9421434;94,76914868;86,48354625;77,83767627;70,09025688;62,74471766;55,851963;49,12946108;43,473287;37,91913201;32,75664503;27,74871576;23,25507921;19,02566262;15,12981105;11,81857185;9,166582606;7,041548294;5,862186485;4,971845418;4,191776683;3,514447613;2,882388156;2,428347443;1,993748758;1,610003255;1,258061096;0,923110609"
"MAL.LEI.GHG-INT (kg/sqm);203,4421478;190,8702923;172,8757381;157,0860364;141,2202104;127,9028157;113,5423186;101,5883012;90,26617218;79,93728861;69,86698864;61,5629469;53,31061877;45,93447923;37,9686731;31,72528347;25,93058664;20,66669449;16,2417079;12,72879695;9,940134342;8,365147255;7,172549315;6,138123603;5,248943603;4,434919235;3,844684727;3,293101783;2,814101764;2,385010566;1,989031821"
"MEX.LEI.GHG-INT (kg/sqm);129,6669675;122,8480477;111,3916587;100,9836718;90,90361092;82,11352857;73,01139838;65,12657827;57,73446614;50,93584854;44,31479752;38,75891839;33,37983865;28,52486682;23,71566015;19,68412367;15,99285976;12,68764454;9,942320214;7,78434005;6,089058781;5,112496269;4,36885543;3,728504753;3,181275357;2,68809871;2,321436465;1,984617034;1,693185678;1,435067057;1,20212213"
"NZL.LEI.GHG-INT (kg/sqm);77,78033327;73,49661688;66,46524679;60,9892541;54,55262019;49,83960317;43,89411313;39,62612592;35,40950073;31,70621997;27,93953755;24,95855175;21,77240338;19,13778221;15,32334638;13,11464661;11,07014016;9,216623021;7,658307127;6,418266395;5,430155409;4,860826241;4,423923745;4,041989298;3,710250306;3,404295072;3,175264418;2,959164875;2,767612901;2,592658317;2,428339616"
"PHI.LEI.GHG-INT (kg/sqm);139,7215797;131,3341698;119,0123731;108,1317158;97,26614959;88,08332278;78,24739806;70,00067418;62,20221308;55,07547138;48,14028251;42,41045039;36,73570192;31,64842179;26,23102014;21,92735456;17,93566395;14,31246836;11,26891797;8,854369978;6,939182357;5,856704449;5,037107061;4,326855358;3,716932604;3,159495375;2,75525394;2,378280806;2,051489154;1,759445225;1,490783281"
"SGP.LEI.GHG-INT (kg/sqm);195,6303674;185,913597;169,1976479;154,664575;139,3997567;126,8099493;112,6306444;101,1092008;90,044124;79,99226673;70,07326299;61,96152506;53,74898906;46,54297252;38,09108189;31,99577679;26,35083481;21,23561983;16,94700873;13,55246925;10,86682831;9,358634533;8,222592137;7,241487136;6,402155625;5,636770054;5,087162496;4,575572978;4,134264237;3,740691972;3,378921174"
