";2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050"
"PHI.Resi.GHG-INT (kg/sqm);25,34043805;23,82311161;21,92645417;20,23784239;18,5028616;17,0306434;15,39030074;14,00234229;12,65948949;11,40506254;10,14882363;9,101386273;8,032880762;7,047952907;5,982581199;5,100619926;4,25630205;3,465671639;2,784359989;2,23203722;1,783926749;1,535262784;1,346074724;1,178151002;1,030504869;0,890755253;0,789570999;0,691448056;0,60384736;0,522658518;0,444649398"
"SGP.Resi.GHG-INT (kg/sqm);27,12655445;25,81377711;23,87387936;22,28432723;20,42246148;18,98461456;17,15573987;15,75318037;14,34230843;13,04630714;11,69700206;10,60029629;9,414670767;8,366002455;6,978904048;6,024977143;5,10416025;4,234721998;3,480714848;2,866443918;2,365377037;2,09135602;1,883868609;1,698672672;1,534906117;1,377804822;1,265212755;1,154040305;1,053576024;0,958734186;0,865332608"
"KOR.Resi.GHG-INT (kg/sqm);35,9028579;34,10817254;31,55319147;29,38602811;26,93971986;24,98407165;22,58905659;20,68875394;18,79703624;17,04710112;15,24444888;13,76754632;12,19683683;10,79019063;9,025985352;7,750569017;6,522320821;5,365353641;4,364105;3,550028885;2,887393244;2,525158769;2,251217886;2,007205275;1,791869095;1,585824605;1,43831711;1,29303398;1,162021208;1,038643371;0,917457605"
"USA.Resi.GHG-INT (kg/sqm);58,99731093;55,17468699;50,62735717;46,48399034;42,37470289;38,69554827;34,75712282;31,32216132;28,04681494;24,9929916;21,99724874;19,49218272;17,00667618;14,72249446;12,39651264;10,41176795;8,544369348;6,824734163;5,36317512;4,192322476;3,253798569;2,731478237;2,336501153;1,990243738;1,68936114;1,408583117;1,206174735;1,012477084;0,84126741;0,684172154;0,534684685"
"AUS.OFF.GHG-INT (kg/sqm);170,3499782;160,3297417;144,7832096;132,0564791;117,9629762;107,084708;94,19430499;84,42844222;74,96664063;66,57067121;58,20984201;51,51046525;44,57694748;38,719881;31,03594479;26,17256291;21,69918297;17,67015978;14,30523425;11,6467974;9,545639495;8,349747149;7,442894728;6,658652443;5,985674377;5,371781308;4,922590536;4,503729553;4,138824085;3,810968902;3,507612717"
"BRA.OFF.GHG-INT (kg/sqm);34,62128909;32,69123384;29,38547715;26,89221707;23,96264189;21,87483154;19,22160068;17,36960337;15,54013141;13,95118387;12,31424486;11,01861285;9,630662912;8,501726058;6,81745375;5,886556367;5,03189359;4,263193111;3,620059434;3,109224898;2,702559443;2,461512602;2,273863784;2,109389815;1,965851865;1,833857148;1,731727285;1,635704898;1,549812536;1,471029199;1,397150889"
"CAN.OFF.GHG-INT (kg/sqm);42,21928052;39,76866937;36,10144623;33,32707987;30,00500908;27,56742163;24,41494667;22,1705268;19,92949085;17,9514341;15,91508879;14,30196201;12,55539288;11,10081101;8,971937198;7,727419529;6,562224884;5,494013187;4,588240361;3,86291338;3,281409741;2,951774769;2,700111672;2,479155412;2,286630384;2,107415198;1,975466671;1,849684464;1,738010954;1,635452868;1,538163099"
"CHI.OFF.GHG-INT (kg/sqm);67,26861851;63,37065762;57,55716561;52,37368525;47,35214408;43,0353716;38,49743772;34,60518863;30,92926339;27,53058257;24,2168775;21,45497246;18,7216827;16,1673605;13,50521727;11,30104943;9,258328195;7,412086454;5,866546618;4,645179828;3,680563688;3,13705968;2,727372829;2,37456403;2,073799806;1,800664271;1,604454147;1,42330496;1,267462248;1,12904315;1,002525924"
"HK.OFF.GHG-INT (kg/sqm);139,3117431;130,4151635;119,9170021;110,5183857;100,7017947;92,37766525;83,01449416;75,15696957;67,55309948;60,50476915;53,47773474;47,65612467;41,73370921;36,37499276;30,38580831;25,68601079;21,24378717;17,13534194;13,63171449;10,81748324;8,555709279;7,301236903;6,352774896;5,519198867;4,793175665;4,113039923;3,623696867;3,15339633;2,736655025;2,352915584;1,986162851"
"IND.OFF.GHG-INT (kg/sqm);71,09205402;66,50188472;59,82905568;53,86664646;47,97309494;42,94212222;37,6874538;33,26436612;29,14534398;25,42989715;21,90110671;19,002148;16,21722486;13,77130135;11,27178034;9,315188314;7,556327753;6,009090216;4,743020127;3,760790312;2,999282746;2,561769104;2,232395195;1,953221754;1,718394253;1,510109323;1,358005913;1,220405447;1,103257146;1,000880573;0,909223798"
"JAP.OFF.GHG-INT (kg/sqm);91,81429913;85,94407388;79,00780443;72,46686489;66,05805273;60,30910988;54,26695104;48,89177932;43,78686657;39,00477096;34,33229621;30,40817427;26,54211639;22,96059891;19,43125386;16,31388411;13,37982508;10,67717925;8,380096176;6,540349842;5,066164905;4,24800401;3,630345083;3,089188074;2,619305463;2,180828124;1,865842166;1,564340681;1,298111533;1,053937755;0,821542404"
"MAL.OFF.GHG-INT (kg/sqm);113,7910482;106,9254312;96,61290138;88,02717612;78,90064375;71,66301651;63,38349372;56,89433955;50,65502338;45,04667854;39,49041527;34,97817573;30,36742845;26,36005998;21,50560797;18,1213089;14,97950063;12,1244673;9,722409419;7,812788048;6,29426236;5,430855601;4,774095915;4,203012241;3,710620338;3,259097851;2,928619645;2,619298095;2,349429086;2,106771429;1,882255144"
"MEX.OFF.GHG-INT (kg/sqm);71,27723747;67,57983222;61,22149855;55,59535486;49,98933631;45,23893733;40,16976901;35,91077548;31,888439;28,2157683;24,61101489;21,60888373;18,66171853;16,03838805;13,27049356;11,09414277;9,101217517;7,316372916;5,833253095;4,66664308;3,749393023;3,219416454;2,815012408;2,466345439;2,167934414;1,898730179;1,697764695;1,512958454;1,352682958;1,210430679;1,081814667"
"NZL.OFF.GHG-INT (kg/sqm);46,32409553;43,94868351;39,50391493;36,50199639;32,41001239;29,83078179;26,03340359;23,70470452;21,29661442;19,27493232;17,11536042;15,48505531;13,59292197;12,15244594;9,437779562;8,236671205;7,124148508;6,114597764;5,264006146;4,584761036;4,041199939;3,722971979;3,476191114;3,259224488;3,069498273;2,893885767;2,759859587;2,633024094;2,51961378;2,415349122;2,317019538"
"PHI.OFF.GHG-INT (kg/sqm);77,9129915;73,33991743;66,32005024;60,41299064;54,20156238;49,21862701;43,58402558;39,11376817;34,82819327;30,96417717;27,14874524;24,04002719;20,88195431;18,12226267;14,85384829;12,52402504;10,36263028;8,400120734;6,750301212;5,43976807;4,398634801;3,806574055;3,356432673;2,965446298;2,628748106;2,320543358;2,095110076;1,884565522;1,701254391;1,536852032;1,385226702"
"SGP.OFF.GHG-INT (kg/sqm);110,5972833;105,3094239;95,57111339;87,70330011;78,7693092;71,95678961;63,62136399;57,38957003;51,27295932;45,83601746;40,34183159;35,95428195;31,32004508;27,42359081;22,02570814;18,73295185;15,68360943;12,92048685;10,60373287;8,76973885;7,318603314;6,503085352;5,888751264;5,35839744;4,904903142;4,491658451;4,195157812;3,919503443;3,682095571;3,470440304;3,275941346"
"KOR.OFF.GHG-INT (kg/sqm);69,45347397;66,23258964;60,00242482;55,36094751;49,60195605;45,58021456;40,17323646;36,48777595;32,770976;29,54729579;26,18779108;23,5796443;20,67615847;18,34877766;14,5049264;12,5264391;10,6879685;9,01611429;7,61010889;6,494136924;5,608475535;5,112251601;4,738102851;4,413691951;4,134902059;3,878916552;3,694534021;3,521246703;3,370222974;3,234017026;3,107047759"
"USA.OFF.GHG-INT (kg/sqm);58,09279661;54,58024384;49,69878305;45,88916337;41,4529516;38,08563193;33,85038894;30,72541882;27,62404145;24,85241993;22,01690495;19,74535593;17,31934369;15,25526316;12,4147134;10,63389955;8,960163335;7,42011052;6,110803691;5,060461906;4,216988844;3,741830754;3,379863352;3,061659958;2,784163088;2,525075674;2,335455483;2,154063467;1,992935891;1,84468555;1,703582034"
"AUS.RHS.GHG-INT (kg/sqm);252,4882894;237,2818866;214,7494589;195,3704218;174,9997944;158,4275896;139,8407809;124,9505283;110,7314214;97,93252656;85,3867952;75,18026668;64,90616086;55,98264496;45,49022359;38,0685404;31,24352487;25,09845442;19,96991987;15,92287196;12,72879411;10,92070224;9,554770359;8,376103919;7,367342587;6,448582711;5,781609813;5,160627011;4,621835629;4,139356908;3,693980238"
"BRA.RHS.GHG-INT (kg/sqm);50,54699204;47,63359145;42,94248469;39,1548962;35,0189038;31,84513006;28,11273586;25,29327283;22,56744544;20,14934944;17,71453212;15,74448739;13,71541897;11,99875491;9,777033758;8,357404365;7,054552829;5,883421071;4,90481449;4,129076056;3,513031129;3,151018317;2,870774977;2,62591236;2,413000174;2,217625821;2,067920811;1,927420959;1,802306789;1,68794606;1,580960491"
"CAN.RHS.GHG-INT (kg/sqm);61,7266853;58,02586749;52,84238166;48,63525322;43,95687422;40,25608897;35,81643289;32,4033814;29,06377095;26,0557974;23,02489217;20,57319879;18,01422237;15,80266982;12,96954837;11,07298751;9,297581446;7,670377806;6,291592317;5,188802405;4,305954884;3,808461768;3,430121308;3,098586382;2,810381779;2,542366759;2,346531892;2,159965532;1,994833068;1,843496901;1,700073717"
"CHI.RHS.GHG-INT (kg/sqm);102,0967406;96,13778705;87,35661459;79,42258434;71,84730949;65,23760798;58,39894722;52,43782759;46,82968906;41,62434158;36,57060833;32,34064903;28,18645923;24,27425166;20,33515147;16,95888405;13,83016308;11,00230219;8,635123261;6,764540428;5,287264986;4,455015236;3,827646091;3,287187033;2,826160149;2,407263561;2,105931702;1,827236471;1,587174186;1,373792707;1,178631286"
"HK.RHS.GHG-INT (kg/sqm);210,2128908;196,6120896;180,9716528;166,5961506;151,9906751;139,2579856;125,340633;113,3205162;101,7687506;90,98628191;80,31494651;71,40848827;62,46502872;54,26543303;45,60843941;38,41530139;31,61623913;25,32791961;19,96532863;15,65799009;12,19628969;10,27659558;8,825268388;7,549724877;6,438758974;5,397979217;4,649243666;3,929620382;3,29195934;2,704822668;2,143691724"
"IND.RHS.GHG-INT (kg/sqm);107,4836208;100,4793377;90,46129583;81,35203697;72,51611603;64,83040024;56,96014151;50,2014251;43,93830427;38,26273451;32,90089624;28,47501469;24,2628242;20,5291791;16,87222807;13,88237626;11,19526785;8,832181055;6,899670377;5,40182902;4,241944506;3,578255449;3,080023387;2,658475026;2,304644454;1,991257945;1,763735492;1,558221715;1,383838903;1,23189008;1,09617365"
"JAP.RHS.GHG-INT (kg/sqm);105,3369781;98,5986581;90,65780015;83,1490771;75,81318083;69,21346323;62,2980411;56,12723703;50,2708366;44,78084331;39,42080632;34,91576834;30,48353658;26,37177494;22,3465249;18,76756659;15,3990553;12,29621808;9,65899539;7,546829467;5,854355005;4,915050295;4,205936023;3,584649986;3,04519154;2,541788352;2,180164573;1,834023382;1,528380216;1,248061809;0,98127031"
"MAL.RHS.GHG-INT (kg/sqm);169,6911456;159,273979;144,1801751;131,1107116;117,7896586;106,7679981;94,7036911;84,81321873;75,41037165;66,86397448;58,49818525;51,62593682;44,74867808;38,64459433;31,85364274;26,68985235;21,8968924;17,54259094;13,88146693;10,97396185;8,664905895;7,358613192;6,368349022;5,50888234;4,769530447;4,092387632;3,600237707;3,140133228;2,740101564;2,381408104;2,050173982"
"MEX.RHS.GHG-INT (kg/sqm);107,6849515;102,0473069;92,52017573;83,92178244;75,53483407;68,27348969;60,69755385;54,18485582;48,06796839;42,45230333;36,97271026;32,38324635;27,92447639;23,91402492;19,87731232;16,54783403;13,49927267;10,76941153;8,501743435;6,718927622;5,318076818;4,51051589;3,895252481;3,365283712;2,912214689;2,503795954;2,199838359;1,920545302;1,678747277;1,464475973;1,271012253"
"NZL.RHS.GHG-INT (kg/sqm);78,89055343;74,54312669;67,42540075;61,86680901;55,351897;50,56764173;44,55043517;40,2177032;35,94069855;32,18127621;28,36093905;25,33485965;22,10550951;19,4310208;15,57986824;13,33752918;11,26190768;9,380214013;7,798270151;6,539506786;5,53655413;4,958841737;4,515591871;4,128149835;3,791669628;3,481362792;3,249160334;3,030080636;2,835919837;2,658605211;2,492083408"
"PHI.RHS.GHG-INT (kg/sqm);116,4524641;109,5072325;99,19006469;90,18989591;81,0840323;73,48916013;65,24173143;58,42286766;51,9526085;46,05948446;40,30385763;35,56505357;30,84184557;26,63461317;22,02973116;18,47236394;15,1726976;12,17739779;9,660808977;7,663682606;6,078969876;5,181915858;4,502007648;3,912468317;3,405850188;2,942646317;2,60601121;2,291963759;2,019421261;1,775637871;1,551226793"
"SGP.RHS.GHG-INT (kg/sqm);163,6179122;155,5735933;141,4925497;129,4764214;116,6022588;106,1940788;94,22154767;84,69758888;75,50115868;67,19199214;58,94389423;52,23848942;45,37719568;39,42094061;32,12230869;27,08530593;22,42051784;18,19350324;14,64950754;11,8442634;9,624798093;8,378173515;7,43913933;6,628247611;5,93461648;5,302206835;4,848177861;4,4256825;4,061371086;3,736494569;3,437889194"
"KOR.RHS.GHG-INT (kg/sqm);101,1233114;96,22995433;87,44817011;80,36603069;72,28564639;66,14362885;58,58646332;52,95259805;47,40997175;42,48043838;37,48137238;33,49235796;29,25839203;25,69737064;20,71199424;17,68281839;14,86782162;12,30779509;10,15481182;8,445961436;7,0897761;6,330093416;5,757314809;5,260644665;4,833809765;4,441886348;4,159674256;3,894501962;3,663514877;3,455339008;3,261457186"
"USA.RHS.GHG-INT (kg/sqm);89,77771985;84,17966087;76,88982745;70,79794469;64,19479893;58,80397073;52,49661872;47,48593561;42,60620035;38,16194689;33,70482476;30,06414436;26,30624408;22,99679318;18,99342023;16,13202275;13,44300435;10,96930761;8,867547471;7,183267319;5,832430617;5,075524717;4,500950754;3,996709433;3,55787933;3,148497684;2,850950169;2,566444784;2,314409735;2,082935371;1,862784621"
"AUS.RSM.GHG-INT (kg/sqm);255,4808823;240,0791991;217,2837239;197,6542002;177,0472135;160,2606087;141,459307;126,3761002;111,9778614;99,01317837;86,30986834;75,97128122;65,57138861;56,53240835;45,93423605;38,41622235;31,50265813;25,27790986;20,08296822;15,98363343;12,74840268;10,91725899;9,534040896;8,340522774;7,31911783;6,388878473;5,713705188;5,085111674;4,539772777;4,051471847;3,600747526"
"BRA.RSM.GHG-INT (kg/sqm);42,73438304;40,30326695;36,29160903;33,13882755;29,59452587;26,95336594;23,75025044;21,40528369;19,11907634;17,10763854;15,06414289;13,42486577;11,71023572;10,28182412;8,323696267;7,143766864;6,060730767;5,086972562;4,272899612;3,62708404;3,113729865;2,811045154;2,576215058;2,370779279;2,191891883;2,027602251;1,901230605;1,782544851;1,676667128;1,579755431;1,48900741"
"CAN.RSM.GHG-INT (kg/sqm);54,05825721;50,8477787;46,25898108;42,61379136;38,46736538;35,26201463;31,32719946;28,37249299;25,46375069;22,8597173;20,21888502;18,09608299;15,85573806;13,94107439;11,38416351;9,743338286;8,207261158;6,79929784;5,606031033;4,651284569;3,886626104;3,454968058;3,126311294;2,838146049;2,587467606;2,354280466;2,183502242;2,020775828;1,876610317;1,744405235;1,61907588"
"CHI.RSM.GHG-INT (kg/sqm);100,3130902;94,45498265;85,81902122;78,01957763;70,56925906;64,07175243;57,34566812;51,48578002;45,97218627;40,85524047;35,88664822;31,72852202;27,64385802;23,79809288;19,92147525;16,60255962;13,5269775;10,74714804;8,420172583;6,581356422;5,12916582;4,311044635;3,694326862;3,163049685;2,709864584;2,298100203;2,001912037;1,727989814;1,492048461;1,282334953;1,090532349"
"HK.RSM.GHG-INT (kg/sqm);253,8147159;237,3092942;218,4937607;201,0452814;183,4829102;168,0281564;151,2988255;136,7085171;122,7191243;109,6310129;96,70950466;85,89830764;75,08950513;65,13580922;54,83157744;46,09892691;37,84463519;30,2103528;23,69994523;18,47068793;14,26809323;11,93765812;10,17583694;8,627400707;7,278752024;6,015292705;5,106395318;4,232827763;3,458759881;2,746035636;2,064885911"
"IND.RSM.GHG-INT (kg/sqm);89,63115409;83,81103235;75,43387078;67,86819191;60,47555016;54,09202823;47,50475831;41,89170509;36,6802989;31,96620074;27,50350169;23,82660018;20,31450711;17,21251002;14,12329689;11,6402755;9,408487487;7,445587778;5,83997685;4,595051187;3,630576927;3,077830523;2,662426082;2,310714892;2,015257226;1,75342472;1,562896512;1,390695299;1,244386927;1,116754085;1,002649619"
"JAP.RSM.GHG-INT (kg/sqm);126,3117178;118,205629;108,6819429;99,64838161;90,85177304;82,91157602;74,62024156;67,19584036;60,15539706;53,55004126;47,10668223;41,68635382;36,36205935;31,4148458;26,60824863;22,30201207;18,24897844;14,51560027;11,34245411;8,801064295;6,764653186;5,634474464;4,781263286;4,033726075;3,384644048;2,778943788;2,343837529;1,927362085;1,55961825;1,222350423;0,901364403"
"MAL.RSM.GHG-INT (kg/sqm);142,2684563;133,5934556;120,8450427;109,9750179;98,71153166;89,54607885;79,33834785;71,11634731;63,26532863;56,16015431;49,17254101;43,45796385;37,69251244;32,61694474;26,7759175;22,48503312;18,50202388;14,88316864;11,83966292;9,421656546;7,500384797;6,411343958;5,584676017;4,866671819;4,248462896;3,681995159;3,269151166;2,883011265;2,546829176;2,245055551;1,966170457"
"MEX.RSM.GHG-INT (kg/sqm);89,82456349;85,13863614;77,16584889;70,02538976;63,00253025;56,97284321;50,62651541;45,21929411;40,12981615;35,46721972;30,90726434;27,09641156;23,37910699;20,04905971;16,63472191;13,8708704;11,34011479;9,073798803;7,190963708;5,710406319;4,546769121;3,875367592;3,363533945;2,922496498;2,545289602;2,205157721;1,951719341;1,718773521;1,516963551;1,338018686;1,176363765"
"NZL.RSM.GHG-INT (kg/sqm);71,85915911;67,93447763;61,3897596;56,37924768;50,38374423;46,07218508;40,53084815;36,62772524;32,75136404;29,364465;25,90014985;23,17328574;20,23059778;17,82064716;14,21312572;12,19399764;10,32483781;8,630107392;7,204945164;6,070414439;5,16594259;4,643856462;4,2427241;3,891827263;3,586807041;3,305374934;3,094218746;2,894913647;2,718063512;2,556408773;2,40450549"
"PHI.RSM.GHG-INT (kg/sqm);97,72359433;91,93100372;83,21600765;75,71879318;68,01934746;61,69362599;54,71578067;49,03811427;43,62940206;38,72222982;33,90935157;29,96261291;25,99991043;22,49604396;18,540557;15,57965838;12,83308283;10,33962;8,244197905;6,580689972;5,26010471;4,511248161;3,942984586;3,449922943;3,025869601;2,637980433;2,355378745;2,091623772;1,862439158;1,657227333;1,468183146"
"SGP.RSM.GHG-INT (kg/sqm);163,1667563;155,1417393;141,0911054;129,1040254;116,2574536;105,874452;93,92738945;84,42648383;75,25161986;66,96256589;58,73375206;52,04457789;45,19887897;39,25704752;31,97172547;26,94693668;22,29346065;18,07669686;14,54129484;11,74285181;9,528766682;8,2851609;7,348400406;6,539473135;5,847523548;5,21664859;4,763722699;4,342255582;3,978832802;3,654749109;3,356872733"
"KOR.RSM.GHG-INT (kg/sqm);85,58716471;81,51418654;73,98401891;68,09906948;61,15737138;56,05538853;49,55292978;44,87479314;40,2277685;36,13498771;31,94015691;28,62848365;25,04714286;22,09124503;17,66580786;15,15201422;12,81602163;10,69166008;8,905083297;7,487050761;6,361666139;5,731214854;5,255867873;4,84369408;4,489477999;4,164234645;3,930009766;3,709908755;3,518145178;3,345271889;3,184211915"
"USA.RSM.GHG-INT (kg/sqm);95,41674663;89,44038317;81,71367827;75,20779993;68,21157893;62,45369244;55,77046615;50,41772043;45,21539646;40,46773264;35,71645591;31,82741924;27,82791852;24,29256122;20,07825567;17,02084361;14,14765611;11,5045992;9,259090437;7,459815792;6,016944869;5,208930772;4,595790626;4,05780259;3,589707129;3,153062566;2,835937363;2,532727526;2,264202138;2,017631189;1,783141511"
"AUS.RWH.GHG-INT (kg/sqm);122,5319596;115,5326967;104,0554914;95,20377024;84,76673074;77,20521547;67,63300368;60,85212933;54,16148714;48,33024875;42,40715065;37,75071126;32,76310646;28,69226554;22,64428911;19,27113339;16,16759558;13,37118286;11,03357038;9,184007958;7,719482608;6,880200234;6,240764403;5,686276603;5,208894343;4,772588054;4,450256703;4,149132917;3,885517057;3,647731031;3,427102648"
"BRA.RWH.GHG-INT (kg/sqm);23,97387784;22,70397186;20,32824233;18,70390382;16,58423278;15,2254623;13,29670623;12,09419773;10,86647612;9,834160867;8,732861546;7,889983068;6,932435239;6,198057325;4,874590581;4,271793687;3,718013496;3,219477232;2,8015566;2,468560013;2,202457291;2,042618542;1,91713121;1,806624557;1,709659617;1,620213555;1,550022317;1,483858991;1,424297406;1,369398243;1,317745831"
"CAN.RWH.GHG-INT (kg/sqm);31,92184773;30,13219017;27,26657791;25,2496777;22,64465376;20,874888;18,4029141;16,77632108;15,11607451;13,68250951;12,17196361;11,00216643;9,685097085;8,630707037;6,87415167;5,97435323;5,131762389;4,359076015;3,703373375;3,177601782;2,755411259;2,514518768;2,329826884;2,167330851;2,025389266;1,893120372;1,794946986;1,701299869;1,617888796;1,541118484;1,468218319"
"CHI.RWH.GHG-INT (kg/sqm);50,84025901;47,91488035;43,50183638;39,61634019;35,79990565;32,5651661;29,11294498;26,19699564;23,43288163;20,8867666;18,39418062;16,32505021;14,26228301;12,34874675;10,28919936;8,638145185;7,107907095;5,724891316;4,567082869;3,652081055;2,929388779;2,522143852;2,215181251;1,950924587;1,725788293;1,521437381;1,374834192;1,239716971;1,123617466;1,020573107;0,926449068"
"HK.RWH.GHG-INT (kg/sqm);91,90952288;86,16051231;79,1030191;73,03440985;66,42203536;61,04764924;54,73165608;49,65929917;44,69694438;40,14710556;35,558453;31,80089797;27,89984657;24,44194688;20,23777895;17,20626193;14,34098614;11,69108287;9,431277748;7,616076413;6,15716667;5,347790516;4,735792854;4,197934849;3,729474702;3,290643896;2,974858941;2,671378888;2,40245377;2,154806304;1,91811097"
"IND.RWH.GHG-INT (kg/sqm);46,7618264;43,78860477;39,35636358;35,50168065;31,57889676;28,32604261;24,82326866;21,96456018;19,28163245;16,87905504;14,57802047;12,70177838;10,87282368;9,289402345;7,565115619;6,300589959;5,163459896;4,162669486;3,34297419;2,706095483;2,211416544;1,925392781;1,709118261;1,525306021;1,370185506;1,232296492;1,130707954;1,038595098;0,959781861;0,890608252;0,828462164"
"JAP.RWH.GHG-INT (kg/sqm);69,11862894;64,71829549;59,48303436;54,5807835;49,74174618;45,43336821;40,86985274;36,84187665;33,00941207;29,42595632;25,9176887;22,97719638;20,06980612;17,38611867;14,69645921;12,36066916;10,16224161;8,137215391;6,416069948;5,037595052;3,933026426;3,319990948;2,857187769;2,451708344;2,099634242;1,771091877;1,53507489;1,30915909;1,109667291;0,926695002;0,752540549"
"MAL.RWH.GHG-INT (kg/sqm);76,41804633;71,92941231;64,8168961;59,23204949;52,91282812;48,20778058;42,46134017;38,24862202;34,12659547;30,48463183;26,80872956;23,87599799;20,78218268;18,17810493;14,61971435;12,42639416;10,38966956;8,538067177;6,978677738;5,736920496;4,747481318;4,180489494;3,746937863;3,36886332;3,041756928;2,741237731;2,518963258;2,310557786;2,127804106;1,962806951;1,809714836"
"MEX.RWH.GHG-INT (kg/sqm);46,93621432;44,53838825;40,30252637;36,66720598;32,92386408;29,8553052;26,46517863;23,71572436;21,09632553;18,72507933;16,37610015;14,43717008;12,5024831;10,80825117;8,890215542;7,486233624;6,200377178;5,048508;4,090881387;3,337008196;2,74367563;2,399626048;2,136456351;1,909225968;1,714405418;1,538447547;1,406466543;1,284947906;1,179276488;1,085262808;1,00008202"
"NZL.RWH.GHG-INT (kg/sqm);34,89123583;33,20726149;29,69969861;27,59421362;24,35176877;22,54567496;19,52662409;17,90058907;16,14778716;14,73540023;13,15813417;12,01722242;10,59395074;9,586150413;7,269964513;6,433937677;5,659101507;4,955345879;4,361184647;3,88513313;3,502646201;3,275399972;3,097506052;2,940312367;2,802041773;2,673656466;2,574053345;2,479560978;2,394463802;2,31581229;2,241392603"
"PHI.RWH.GHG-INT (kg/sqm);52,14674334;49,1620449;44,35002097;40,51407984;36,2407398;33,00673413;29,12165867;26,22400723;23,40127754;20,89593412;18,37963948;16,36241255;14,25234026;12,46190906;10,08838155;8,580510854;7,18129265;5,9103303;4,840891807;3,990095399;3,312938114;2,925098157;2,628806606;2,370769528;2,147848218;1,943429507;1,792455982;1,651216049;1,52765345;1,416403926;1,313515286"
"SGP.RWH.GHG-INT (kg/sqm);75,14940116;71,70641957;64,87466796;59,78329103;53,48642762;49,08045673;43,17931875;39,15094618;35,09563569;31,58105241;27,93003933;25,09381288;21,95012858;19,43228363;15,30655828;13,18121313;11,21307647;9,429725904;7,934355654;6,75041211;5,813513963;5,286532445;4,889517712;4,54692581;4,254153304;3,987594084;3,796525985;3,619151198;3,466678921;3,330801792;3,205980484"
"KOR.RWH.GHG-INT (kg/sqm);54,51487143;52,08321465;47,05714022;43,56739337;38,90385009;35,88265125;31,49033075;28,72430809;25,86910215;23,45040148;20,86459365;18,90806813;16,63242607;14,88719116;11,58201719;10,09934208;8,721686982;7,46895475;6,415442704;5,579245696;4,915621091;4,543721399;4,263304615;4,020181584;3,811253041;3,619415632;3,481198149;3,351270675;3,237981064;3,135737191;3,040343467"
"USA.RWH.GHG-INT (kg/sqm);57,15969786;53,7043223;48,88889057;45,14184248;40,76504038;37,45319816;33,27476507;30,20149455;27,14887346;24,4231096;21,63205336;19,39804107;17,0085445;14,97860762;12,16993837;10,4187503;8,772849531;7,258393933;5,970813372;4,937851937;4,108288993;3,640855432;3,28471695;2,971614059;2,698540375;2,443573498;2,256912293;2,078347281;1,919712066;1,773743434;1,634807114"
"AUS.HOT.GHG-INT (kg/sqm);224,3283919;210,8969604;190,7554634;173,6531858;155,4309114;140,8074629;124,1702554;111,0338311;98,44291737;87,15092873;76,03748488;67,03128303;57,90049726;50,02647716;40,49526303;33,94916135;27,92899578;22,5081449;17,98320754;14,41141335;11,59138859;9,992822696;8,784011284;7,740336958;6,84649783;6,032078965;5,439642247;4,887835867;4,408557137;3,978998496;3,582228499"
"BRA.HOT.GHG-INT (kg/sqm);41,55200228;39,19360475;35,28439373;32,22732808;28,77224117;26,21138843;23,08807726;20,81465478;18,59473308;16,64461096;14,66011855;13,07071438;11,40349516;10,0185461;8,100162684;6,956375103;5,906482647;4,96248431;4,173219642;3,546993763;3,049123238;2,755383982;2,527401268;2,327910245;2,154153086;1,99455039;1,871696935;1,756300298;1,653323034;1,559042292;1,470742559"
"CAN.HOT.GHG-INT (kg/sqm);38,04873191;35,87183262;32,53656985;30,0758828;27,05075302;24,88972162;22,01905344;20,03048593;18,02996451;16,27739083;14,45878779;13,02925116;11,46054502;10,17168923;8,196998668;7,095234956;6,063635903;5,117806149;4,315591539;3,672903759;3,157374326;2,864489089;2,640559884;2,443812974;2,27223539;2,112461443;1,994499762;1,88202523;1,782055664;1,690176724;1,602987094"
"CHI.HOT.GHG-INT (kg/sqm);104,8191545;98,69199966;89,66862958;81,51012211;73,72643256;66,92960107;59,90317394;53,77321015;48,00738029;42,65458756;37,45884756;33,10907776;28,83892581;24,81589882;20,77258393;17,3006594;14,08330807;11,17533551;8,741101175;6,817534678;5,298420208;4,44260541;3,797470829;3,241697303;2,767591101;2,336798697;2,026887668;1,740231533;1,493295941;1,27379665;1,073033055"
"HK.HOT.GHG-INT (kg/sqm);287,8254999;269,0574302;247,7685527;227,9262788;208,0605383;190,4853446;171,5655324;154,9730903;139,0848292;124,2006628;109,5263099;97,2313551;84,96948347;73,64937458;62,06197347;52,13006997;42,74218029;34,05941667;26,65488032;20,70746465;15,92772643;13,27733136;11,27364086;9,512626034;7,978826677;6,541903925;5,508243306;4,514755893;3,634429499;2,82387476;2,049232532"
"IND.HOT.GHG-INT (kg/sqm);86,9293149;81,28811234;73,15887726;65,82642342;58,65185189;52,4650831;46,07166456;40,6317137;35,57921485;31,01038887;26,683544;23,11980856;19,71349572;16,70693659;13,70350502;11,29706245;9,134070426;7,231636419;5,675417946;4,468706222;3,533757198;2,997773516;2,594883797;2,253724556;1,967086662;1,713043634;1,52810502;1,360937121;1,218870618;1,094911764;0,984072727"
